Student_ID,Gender,Branch,Graduation_Year,Class_10_Percentage,Class_12_Percentage,CGPA,Active_Backlogs,Internship,Projects,Certifications,Placement_Status,Company,Job_Role,Package_LPA,Placement_Type,Placement_Season,Location
ENG0587,Male,Information Technology,2023,87.25,73.27,6.33,3,No,1,0,Not Placed,,,0,,,
ENG0588,Male,Electrical Engineering,2022,76.18,69.74,7.12,0,No,1,1,Placed,Siemens,Electrical Engineer,6.07,On-Campus,December,Bengaluru
ENG0589,Male,Information Technology,2023,82.32,83.97,8.03,1,Yes,8,2,Placed,Accenture,QA Engineer,8.5,Off-Campus,October,Delhi NCR
ENG0590,Male,Computer Science & Engineering,2023,79.5,78.66,7.1,1,Yes,1,1,Placed,Atlassian,Data Engineer,20.75,On-Campus,October,Noida
ENG0591,Female,Computer Science & Engineering,2024,69.32,72.51,7.24,1,No,0,2,Placed,Deloitte,Business Analyst,13.52,Off-Campus,August,Chennai
ENG0592,Male,Computer Science & Engineering,2025,74.64,83.25,7.43,2,No,2,0,Not Placed,,,0,,,
ENG0593,Male,Chemical Engineering,2024,94.55,82.6,7.13,0,No,0,0,Placed,Wipro,Data Analyst,3.69,On-Campus,November,Ahmedabad
ENG0594,Male,Electronics & Communication Engineering,2021,85.08,82.16,7.87,0,Yes,2,1,Placed,Cognizant,Software Engineer,7.09,Pool Campus,February,Kolkata
ENG0595,Male,Civil Engineering,2022,71.41,74.88,7.04,0,Yes,4,3,Not Placed,,,0,,,
ENG0596,Male,Mechanical Engineering,2025,69.68,67.33,6.61,2,No,1,1,Not Placed,,,0,,,
ENG0597,Female,Computer Science & Engineering,2021,81.1,90.85,7.14,1,No,2,0,Not Placed,,,0,,,
ENG0598,Female,Computer Science & Engineering,2023,94.49,97.23,8.02,0,No,0,2,Placed,Adobe,Software Engineer,24.2,Off-Campus,August,Kolkata
ENG0599,Female,Civil Engineering,2025,80.51,82.41,7.53,1,No,0,1,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,5.31,Off-Campus,February,Chennai
ENG0600,Female,Information Technology,2025,92.46,98,8.88,0,Yes,1,4,Placed,Google,Data Engineer,32.15,Off-Campus,August,Delhi NCR
ENG0601,Male,Architecture,2023,84.82,73.12,7.31,0,Yes,3,3,Placed,DLF,Architect,9.92,On-Campus,March,Kolkata
ENG0602,Female,Computer Science & Engineering,2024,85.77,84.27,7.15,0,Yes,3,1,Placed,TCS,Data Analyst,4.68,On-Campus,January,Pune
ENG0603,Female,Mechanical Engineering,2023,71.31,76.05,6.87,2,No,1,0,Not Placed,,,0,,,
ENG0604,Female,Civil Engineering,2024,89.5,80.72,6.43,1,No,0,0,Not Placed,,,0,,,
ENG0605,Female,Information Technology,2021,79.32,81.6,5.91,1,No,0,1,Placed,Accenture,DevOps Engineer,4.34,On-Campus,December,Bengaluru
ENG0606,Female,Information Technology,2021,88.9,78.93,7.28,0,Yes,1,2,Placed,Infosys,Software Engineer,7.46,Pool Campus,December,Coimbatore
ENG0607,Female,Chemical Engineering,2024,75.49,81.45,6.64,1,No,1,0,Placed,Asian Paints,Graduate Engineer Trainee,7.15,On-Campus,March,Bengaluru
ENG0608,Male,Information Technology,2022,83.42,89.97,7.43,0,No,2,1,Placed,Infosys,QA Engineer,5.23,On-Campus,October,Coimbatore
ENG0609,Female,Electronics & Communication Engineering,2024,84.82,85.52,7.98,0,No,2,2,Placed,Microsoft,QA Engineer,23.21,Off-Campus,September,Pune
ENG0610,Male,Electronics & Communication Engineering,2023,80.77,67.61,6.79,1,Yes,4,3,Placed,Cognizant,Data Analyst,5.76,On-Campus,February,Ahmedabad
ENG0611,Male,Information Technology,2025,85.24,77.16,6.81,0,No,0,2,Not Placed,,,0,,,
ENG0612,Female,Mechanical Engineering,2025,79.87,83.85,7.29,1,No,0,2,Not Placed,,,0,,,
ENG0613,Female,Mechanical Engineering,2023,76.81,77.75,7.76,1,Yes,0,4,Placed,Tata Power,Mechanical Engineer,8.48,Off-Campus,February,Noida
ENG0614,Female,Electronics & Communication Engineering,2024,94.84,72.27,7.39,0,Yes,6,5,Placed,Capgemini,Software Engineer,5.88,On-Campus,December,Coimbatore
ENG0615,Male,Civil Engineering,2022,90.39,96.49,9.43,1,Yes,5,3,Placed,DLF,Civil Engineer,12.21,Off-Campus,October,Bengaluru
ENG0616,Female,Computer Science & Engineering,2023,75.91,77.89,6.19,1,No,1,1,Not Placed,,,0,,,
ENG0617,Female,Computer Science & Engineering,2022,86.55,79.18,6.34,3,No,0,0,Not Placed,,,0,,,
ENG0618,Male,Electrical Engineering,2025,76.06,84.01,7.81,0,Yes,0,6,Placed,ABB,Graduate Engineer Trainee,9.99,Off-Campus,December,Ahmedabad
ENG0619,Male,Chemical Engineering,2025,72.52,69.65,5.98,1,No,0,2,Placed,Capgemini,Data Analyst,6.86,On-Campus,December,Ahmedabad
ENG0620,Male,Computer Science & Engineering,2025,90.27,82.88,7.56,1,No,2,1,Not Placed,,,0,,,
ENG0621,Female,Computer Science & Engineering,2025,68.37,73.78,6.41,1,Yes,3,3,Placed,Capgemini,Business Analyst,7.09,On-Campus,October,Noida
ENG0622,Male,Electronics & Communication Engineering,2025,89.41,98,8.19,0,Yes,4,1,Placed,Capgemini,Business Analyst,7.45,On-Campus,February,Kolkata
ENG0623,Female,Civil Engineering,2022,79.98,91.35,8.11,2,No,1,1,Not Placed,,,0,,,
ENG0624,Male,Computer Science & Engineering,2025,80.31,82.75,7.72,0,Yes,2,3,Placed,Mu Sigma,Data Engineer,13.42,On-Campus,August,Delhi NCR
ENG0625,Female,Electronics & Communication Engineering,2024,85.28,87.2,7.85,0,Yes,3,0,Placed,Fractal,Data Analyst,13.3,Pool Campus,August,Noida
ENG0626,Male,Mechanical Engineering,2023,86.65,90.53,7.54,0,No,2,2,Not Placed,,,0,,,
ENG0627,Female,Electronics & Communication Engineering,2024,75.39,67.74,5.63,2,No,0,0,Not Placed,,,0,,,
ENG0628,Male,Computer Science & Engineering,2023,87.74,90.32,8.67,0,Yes,2,2,Placed,Adobe,DevOps Engineer,22.64,Off-Campus,August,Chennai
ENG0629,Male,Computer Science & Engineering,2022,82.91,77.04,7.48,0,Yes,1,3,Placed,TCS,Data Analyst,6.82,On-Campus,December,Ahmedabad
ENG0630,Female,Electronics & Communication Engineering,2022,71.95,76.19,7.27,1,Yes,2,5,Placed,Qualcomm,Civil Engineer,6.88,Off-Campus,February,Chennai
ENG0631,Female,Electronics & Communication Engineering,2021,80.64,78.89,6.35,0,No,2,0,Not Placed,,,0,,,
ENG0632,Female,Civil Engineering,2023,93.05,93.3,8.25,0,No,1,2,Placed,Shapoorji Pallonji,Civil Engineer,6.33,Off-Campus,January,Coimbatore
ENG0633,Male,Electrical Engineering,2025,95.41,92.39,8.53,1,Yes,0,4,Placed,Havells,Electrical Engineer,8.11,Off-Campus,February,Mumbai
ENG0634,Male,Mechanical Engineering,2024,87.74,64.29,7.06,0,Yes,2,2,Placed,Mahindra & Mahindra,Graduate Engineer Trainee,9.92,On-Campus,March,Kolkata
ENG0635,Male,Chemical Engineering,2023,72.48,75.61,5.97,0,Yes,1,0,Not Placed,,,0,,,
ENG0636,Male,Electronics & Communication Engineering,2023,85.92,88.94,7.65,0,No,3,2,Placed,Nokia,Mechanical Engineer,10.54,Off-Campus,February,Mumbai
ENG0637,Female,Electronics & Communication Engineering,2023,88.81,89.73,7.55,0,Yes,4,1,Not Placed,,,0,,,
ENG0638,Female,Architecture,2022,87.81,85.14,7.7,2,Yes,3,4,Not Placed,,,0,,,
ENG0639,Female,Information Technology,2025,88.28,97.7,8.76,0,No,2,1,Placed,Accenture,QA Engineer,6.69,On-Campus,September,Noida
ENG0640,Female,Mechanical Engineering,2022,84.91,85.86,7.43,0,No,1,2,Not Placed,,,0,,,
ENG0641,Female,Mechanical Engineering,2024,81.42,84.13,7.37,0,No,3,1,Placed,Bosch,Mechanical Engineer,6.72,On-Campus,January,Mumbai
ENG0642,Female,Computer Science & Engineering,2024,77.13,85.16,7.91,0,Yes,3,2,Placed,Google,Software Engineer,21.84,On-Campus,August,Chennai
ENG0643,Male,Electronics & Communication Engineering,2024,66.82,72.65,6.59,0,Yes,1,1,Placed,Capgemini,Software Engineer,4.85,On-Campus,August,Hyderabad
ENG0644,Male,Computer Science & Engineering,2025,84.72,77.25,7.37,1,Yes,6,1,Placed,Google,Data Engineer,31.67,Off-Campus,August,Hyderabad
ENG0645,Female,Computer Science & Engineering,2022,83.49,65.55,5.3,1,No,2,0,Not Placed,,,0,,,
ENG0646,Female,Electronics & Communication Engineering,2025,86.46,81.51,6.36,1,No,0,0,Not Placed,,,0,,,
ENG0647,Male,Information Technology,2024,71.3,78.8,7.73,1,Yes,3,3,Not Placed,,,0,,,
ENG0648,Male,Civil Engineering,2024,87.16,82.9,6.89,0,Yes,5,0,Placed,NBCC,Civil Engineer,11.01,Pool Campus,January,Noida
ENG0649,Female,Architecture,2024,98.44,98,8.56,0,Yes,1,0,Placed,DLF,Architect,8.37,On-Campus,January,Delhi NCR
ENG0650,Male,Civil Engineering,2025,82.63,83.01,8.14,0,Yes,2,2,Placed,Infosys,Business Analyst,6.04,Off-Campus,January,Hyderabad
ENG0651,Male,Information Technology,2025,81.51,90.15,7.6,1,No,2,1,Placed,Google,DevOps Engineer,24.86,On-Campus,August,Mumbai
ENG0652,Female,Information Technology,2023,84.47,81.29,6.98,0,No,0,1,Placed,Tiger Analytics,Data Engineer,10.47,On-Campus,October,Ahmedabad
ENG0653,Female,Information Technology,2025,98.26,96.97,8.37,1,Yes,3,2,Placed,Capgemini,Business Analyst,7.88,Pool Campus,January,Delhi NCR
ENG0654,Male,Computer Science & Engineering,2024,73.81,78.9,7.15,1,Yes,1,1,Not Placed,,,0,,,
ENG0655,Female,Chemical Engineering,2023,83.63,93.23,8.6,0,Yes,2,2,Placed,Capgemini,Data Analyst,7.52,Off-Campus,October,Chennai
ENG0656,Male,Electronics & Communication Engineering,2025,75.6,64.76,5.77,2,Yes,0,1,Not Placed,,,0,,,
ENG0657,Female,Information Technology,2023,77.62,75.01,6.39,2,No,1,1,Not Placed,,,0,,,
ENG0658,Male,Civil Engineering,2024,81.6,87.14,7.87,0,Yes,1,1,Placed,DLF,Graduate Engineer Trainee,6.59,Off-Campus,December,Kolkata
ENG0659,Male,Electronics & Communication Engineering,2021,92.78,98,9.18,0,Yes,0,0,Placed,Siemens,Graduate Engineer Trainee,11.67,Off-Campus,January,Pune
ENG0660,Male,Computer Science & Engineering,2022,96.41,93.99,8.9,0,Yes,4,5,Placed,Amazon,Software Engineer,25.92,On-Campus,September,Bengaluru
ENG0661,Male,Computer Science & Engineering,2025,85.59,82.14,7.95,0,Yes,1,6,Placed,Mu Sigma,Data Engineer,10.56,On-Campus,November,Bengaluru
ENG0662,Female,Electrical Engineering,2023,78.99,84.54,7.51,1,Yes,1,1,Placed,Siemens,Electrical Engineer,7.56,Pool Campus,February,Ahmedabad
ENG0663,Male,Civil Engineering,2023,99,98,8.46,1,Yes,4,2,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,11.42,Pool Campus,January,Coimbatore
ENG0664,Male,Computer Science & Engineering,2022,78.58,76.42,6.76,0,Yes,1,3,Placed,Google,Software Engineer,31.64,On-Campus,September,Bengaluru
ENG0665,Male,Architecture,2023,77.43,80.39,6.84,1,No,2,1,Not Placed,,,0,,,
ENG0666,Female,Civil Engineering,2025,67.8,79.11,6.9,0,No,2,1,Not Placed,,,0,,,
ENG0667,Female,Civil Engineering,2025,93.17,98,8.79,0,No,0,2,Placed,Tata Projects,Civil Engineer,7.16,Off-Campus,October,Ahmedabad
ENG0668,Female,Information Technology,2021,89.75,92.51,9.17,0,Yes,7,3,Placed,Tiger Analytics,Business Analyst,11.47,On-Campus,December,Coimbatore
ENG0669,Male,Computer Science & Engineering,2024,99,94.56,8.75,0,Yes,3,1,Placed,Fractal,Data Engineer,15.27,On-Campus,September,Kolkata
ENG0670,Male,Civil Engineering,2023,70.88,72.78,7.17,1,Yes,3,4,Placed,NBCC,Graduate Engineer Trainee,12.13,On-Campus,January,Mumbai
ENG0671,Male,Information Technology,2024,93.67,94.15,8.47,0,Yes,3,2,Placed,Adobe,Data Engineer,25.85,On-Campus,November,Delhi NCR
ENG0672,Male,Electrical Engineering,2023,82.56,81.11,7.48,0,Yes,2,2,Not Placed,,,0,,,
ENG0673,Female,Mechanical Engineering,2023,88.45,87.66,6.71,0,No,1,0,Not Placed,,,0,,,
ENG0674,Female,Computer Science & Engineering,2023,68.82,64.21,5.89,1,No,3,0,Not Placed,,,0,,,
ENG0675,Male,Civil Engineering,2024,93.74,98,8.53,0,No,2,3,Placed,Shapoorji Pallonji,Civil Engineer,11.87,Off-Campus,January,Ahmedabad
ENG0676,Male,Architecture,2023,88.29,78.24,7.38,0,No,4,3,Placed,L&T,Graduate Engineer Trainee,10.23,On-Campus,December,Hyderabad
ENG0677,Female,Mechanical Engineering,2023,81.69,78.24,7.05,0,Yes,3,3,Placed,Siemens,Graduate Engineer Trainee,12.05,Pool Campus,January,Mumbai
ENG0678,Male,Electronics & Communication Engineering,2025,87.16,86.05,7.17,0,No,1,2,Not Placed,,,0,,,
ENG0679,Male,Civil Engineering,2024,75.88,90.84,7.29,1,Yes,3,0,Placed,Shapoorji Pallonji,Civil Engineer,7.75,Off-Campus,December,Delhi NCR
ENG0680,Male,Electronics & Communication Engineering,2023,77.36,75.06,6.5,0,No,4,1,Placed,TCS,Data Analyst,5.14,On-Campus,March,Delhi NCR
ENG0681,Male,Mechanical Engineering,2025,78.29,74.06,7.43,0,Yes,2,2,Placed,Bosch,Graduate Engineer Trainee,8.06,Pool Campus,February,Hyderabad
ENG0682,Male,Civil Engineering,2025,67.18,66.53,7.14,1,Yes,3,0,Not Placed,,,0,,,
ENG0683,Male,Mechanical Engineering,2022,88.89,98,8.53,0,Yes,1,0,Placed,Tata Motors,Graduate Engineer Trainee,8.89,On-Campus,November,Pune
ENG0684,Male,Information Technology,2024,91.53,68.96,6.36,1,No,5,0,Not Placed,,,0,,,
ENG0685,Female,Computer Science & Engineering,2022,76.39,70.27,6.42,3,No,1,2,Not Placed,,,0,,,
ENG0686,Male,Information Technology,2024,84.79,98,8.9,0,Yes,1,2,Placed,EXL,Business Analyst,12.39,On-Campus,August,Bengaluru
ENG0687,Male,Electronics & Communication Engineering,2022,79.88,84.04,7.49,0,Yes,2,2,Placed,Tiger Analytics,Data Analyst,13.79,On-Campus,December,Coimbatore
ENG0688,Female,Electronics & Communication Engineering,2024,84.63,75.73,7.97,0,Yes,3,1,Placed,Tiger Analytics,Business Analyst,13.16,On-Campus,September,Noida
ENG0689,Female,Electrical Engineering,2022,76.98,77.44,6.71,0,No,0,3,Not Placed,,,0,,,
ENG0690,Male,Electronics & Communication Engineering,2023,74.93,76.67,7.74,0,Yes,4,2,Placed,Microsoft,QA Engineer,25.67,On-Campus,January,Ahmedabad
ENG0691,Male,Civil Engineering,2025,90.42,93.74,7.57,0,Yes,2,2,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,10.57,Pool Campus,August,Delhi NCR
ENG0692,Female,Architecture,2023,81.49,93.99,7.74,0,Yes,2,1,Placed,L&T,Architect,10,On-Campus,March,Ahmedabad
ENG0693,Male,Information Technology,2025,98.18,96.35,8.89,0,Yes,1,1,Not Placed,,,0,,,
ENG0694,Male,Mechanical Engineering,2025,82.37,78,7.4,1,Yes,3,0,Placed,L&T,Mechanical Engineer,12.05,On-Campus,November,Delhi NCR
ENG0695,Female,Mechanical Engineering,2025,74.59,81.45,5.23,1,No,1,1,Not Placed,,,0,,,
ENG0696,Male,Electronics & Communication Engineering,2022,91.82,83.97,7.59,0,Yes,5,5,Placed,ZS Associates,Business Analyst,11.95,Off-Campus,August,Pune
ENG0697,Female,Computer Science & Engineering,2025,87.05,78.05,7.68,1,Yes,5,3,Not Placed,,,0,,,
ENG0698,Male,Civil Engineering,2021,87.81,73.54,5.94,1,No,0,0,Not Placed,,,0,,,
ENG0699,Female,Chemical Engineering,2023,91.52,77.69,7.58,0,Yes,3,2,Placed,Reliance Industries,Graduate Engineer Trainee,9.74,Pool Campus,March,Ahmedabad
ENG0700,Male,Mechanical Engineering,2025,76.78,71.31,5.15,3,No,1,1,Not Placed,,,0,,,
ENG0701,Male,Architecture,2024,80.98,72.49,6.59,0,Yes,2,3,Placed,NBCC,Architect,12.16,Off-Campus,January,Bengaluru
ENG0702,Male,Chemical Engineering,2023,80.63,82.66,7.41,0,No,3,0,Placed,Reliance Industries,Graduate Engineer Trainee,9.43,On-Campus,January,Noida
ENG0703,Male,Information Technology,2023,71.67,65.36,5,2,No,0,0,Not Placed,,,0,,,
ENG0704,Female,Electrical Engineering,2025,79.89,57.91,5.67,0,No,2,1,Placed,BHEL,Graduate Engineer Trainee,7.92,On-Campus,February,Coimbatore
ENG0705,Male,Electronics & Communication Engineering,2024,92.69,82.21,7.94,1,Yes,1,1,Not Placed,,,0,,,
ENG0706,Male,Chemical Engineering,2023,83.9,79.62,7.59,0,Yes,1,2,Placed,Asian Paints,Graduate Engineer Trainee,11.33,Off-Campus,January,Hyderabad
ENG0707,Female,Computer Science & Engineering,2025,71.23,69.19,6.91,1,No,2,2,Not Placed,,,0,,,
ENG0708,Female,Electronics & Communication Engineering,2022,69.55,82.8,7.4,1,No,0,1,Not Placed,,,0,,,
ENG0709,Male,Civil Engineering,2022,95.32,87.19,6.79,0,Yes,1,0,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,5.87,On-Campus,January,Kolkata
ENG0710,Male,Information Technology,2024,81.28,87.12,7.82,2,Yes,2,1,Not Placed,,,0,,,
ENG0711,Female,Civil Engineering,2025,76.82,77.48,7.43,0,Yes,0,5,Not Placed,,,0,,,
ENG0712,Female,Electronics & Communication Engineering,2022,79.81,79.56,7.46,0,Yes,0,3,Placed,TCS,Software Engineer,5.36,Pool Campus,November,Coimbatore
ENG0713,Female,Chemical Engineering,2022,70.18,66.79,5.34,1,No,0,0,Not Placed,,,0,,,
ENG0714,Female,Architecture,2021,93.38,89.63,6.93,0,No,0,0,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,7.07,Off-Campus,January,Kolkata
ENG0715,Female,Information Technology,2025,78.86,73.79,6.39,1,No,1,1,Not Placed,,,0,,,
ENG0716,Male,Mechanical Engineering,2022,92.94,90.89,6.93,1,No,1,0,Not Placed,,,0,,,
ENG0717,Male,Information Technology,2023,82.41,80.16,6.64,0,No,2,2,Not Placed,,,0,,,
ENG0718,Male,Electrical Engineering,2025,93.44,83.46,7.9,0,Yes,3,2,Placed,BHEL,Electrical Engineer,9.6,Off-Campus,March,Pune
ENG0719,Female,Mechanical Engineering,2021,84.05,89.98,7.11,0,Yes,3,0,Placed,Mahindra & Mahindra,Graduate Engineer Trainee,11.99,On-Campus,January,Ahmedabad
ENG0720,Female,Civil Engineering,2024,88.83,89.61,7.94,0,Yes,4,2,Placed,Tata Projects,Graduate Engineer Trainee,6.45,On-Campus,December,Mumbai
ENG0721,Male,Computer Science & Engineering,2023,87.75,82.68,7.27,1,Yes,4,0,Placed,Capgemini,QA Engineer,4.81,On-Campus,October,Bengaluru
ENG0722,Male,Information Technology,2025,86.99,86.26,7.55,2,No,2,0,Not Placed,,,0,,,
ENG0723,Male,Mechanical Engineering,2023,84.78,83,7.81,0,Yes,2,2,Placed,Tata Power,Graduate Engineer Trainee,8.07,On-Campus,January,Chennai
ENG0724,Female,Electrical Engineering,2023,80.14,74.03,5.73,0,No,1,0,Not Placed,,,0,,,
ENG0725,Male,Electronics & Communication Engineering,2022,97.32,93.49,7.95,1,Yes,5,2,Placed,PhonePe,Business Analyst,15.33,Off-Campus,August,Kolkata
ENG0726,Male,Computer Science & Engineering,2024,74.74,71.71,6.96,0,No,0,1,Placed,Google,QA Engineer,29.59,On-Campus,August,Noida
ENG0727,Male,Information Technology,2024,82.03,74.91,6.26,1,No,2,1,Not Placed,,,0,,,
ENG0728,Male,Civil Engineering,2021,82.12,70.23,7.33,1,No,3,1,Not Placed,,,0,,,
ENG0729,Male,Computer Science & Engineering,2023,85.22,81.4,8.26,1,Yes,2,1,Placed,Accenture,Business Analyst,8.56,On-Campus,November,Ahmedabad
ENG0730,Male,Electronics & Communication Engineering,2025,78.56,82.89,6.33,0,No,0,0,Placed,Cognizant,Business Analyst,5.59,On-Campus,March,Bengaluru
ENG0731,Male,Chemical Engineering,2021,84.52,78.53,7.17,1,Yes,1,2,Placed,Reliance Industries,Graduate Engineer Trainee,6.26,Pool Campus,November,Bengaluru
ENG0732,Male,Computer Science & Engineering,2022,80.65,98,8.7,1,Yes,4,5,Placed,Capgemini,Data Analyst,6.46,On-Campus,October,Noida
ENG0733,Male,Mechanical Engineering,2024,69.34,78.21,6.92,0,No,2,2,Placed,Ashok Leyland,Mechanical Engineer,11.54,On-Campus,October,Chennai
ENG0734,Male,Information Technology,2023,82.08,90.69,7.96,0,Yes,5,1,Placed,Infosys,Software Engineer,6.73,Pool Campus,November,Bengaluru
ENG0735,Male,Civil Engineering,2022,73.2,80.46,7.42,1,Yes,2,1,Placed,NBCC,Graduate Engineer Trainee,11.02,On-Campus,March,Chennai
ENG0736,Female,Mechanical Engineering,2023,68.12,84.06,7.15,1,No,0,1,Not Placed,,,0,,,
ENG0737,Male,Architecture,2022,83.09,76.81,6.87,1,Yes,1,2,Not Placed,,,0,,,
ENG0738,Male,Computer Science & Engineering,2023,85.9,66.5,5.89,1,No,2,1,Not Placed,,,0,,,
ENG0739,Male,Electronics & Communication Engineering,2024,86.21,81.54,7.65,0,Yes,1,1,Placed,PhonePe,Business Analyst,13.68,On-Campus,September,Mumbai
ENG0740,Male,Mechanical Engineering,2024,86.54,88.81,7.43,2,Yes,7,2,Not Placed,,,0,,,
ENG0741,Male,Information Technology,2021,66.54,70.97,5.82,1,No,1,0,Not Placed,,,0,,,
ENG0742,Male,Information Technology,2025,71.11,75.26,7.39,0,No,1,0,Placed,Accenture,DevOps Engineer,6.73,On-Campus,December,Mumbai
ENG0743,Female,Computer Science & Engineering,2022,97.79,98,8.05,0,No,0,1,Placed,Capgemini,Software Engineer,7.8,Off-Campus,August,Bengaluru
ENG0744,Male,Chemical Engineering,2024,73.62,77.89,6.25,0,No,0,0,Not Placed,,,0,,,
ENG0745,Male,Mechanical Engineering,2023,86.89,90.76,8,0,Yes,2,1,Placed,Tata Power,Graduate Engineer Trainee,10.41,On-Campus,October,Bengaluru
ENG0746,Male,Electrical Engineering,2024,76.5,70.8,6.81,0,No,2,2,Placed,BHEL,Graduate Engineer Trainee,8.59,Off-Campus,January,Coimbatore
ENG0747,Male,Mechanical Engineering,2022,82.64,74.31,7.78,0,Yes,0,2,Placed,Ashok Leyland,Graduate Engineer Trainee,8.82,On-Campus,October,Pune
ENG0748,Male,Electronics & Communication Engineering,2022,76.93,89,7.81,2,Yes,0,1,Not Placed,,,0,,,
ENG0749,Female,Electronics & Communication Engineering,2023,86.49,85.58,7.92,0,Yes,6,2,Placed,TCS,Software Engineer,4.72,On-Campus,January,Hyderabad
ENG0750,Female,Electronics & Communication Engineering,2021,83.09,77.96,6.38,1,No,1,4,Not Placed,,,0,,,
ENG0751,Male,Electrical Engineering,2022,78.41,74.46,6.25,1,No,1,2,Not Placed,,,0,,,
ENG0752,Male,Computer Science & Engineering,2024,73.6,70.66,5.97,0,No,1,0,Placed,Capgemini,QA Engineer,4.09,Off-Campus,September,Noida
ENG0753,Male,Architecture,2025,84.14,78.14,5.67,0,No,1,1,Not Placed,,,0,,,
ENG0754,Male,Civil Engineering,2021,72.3,65.24,7.09,2,Yes,0,6,Placed,NBCC,Graduate Engineer Trainee,9.64,On-Campus,November,Mumbai
ENG0755,Female,Information Technology,2025,85.42,73.56,6.95,2,Yes,2,6,Not Placed,,,0,,,
ENG0756,Male,Electrical Engineering,2024,99,92.88,8.92,0,Yes,2,1,Placed,Siemens,Graduate Engineer Trainee,8.49,On-Campus,March,Ahmedabad
ENG0757,Male,Computer Science & Engineering,2025,92.8,85.45,7.82,0,No,1,0,Placed,Wipro,QA Engineer,3.54,Pool Campus,February,Coimbatore
ENG0758,Female,Chemical Engineering,2024,87.75,93.56,8.9,0,Yes,4,2,Placed,ONGC,Graduate Engineer Trainee,11.09,On-Campus,March,Delhi NCR
ENG0759,Male,Architecture,2024,81.32,83.04,7.4,0,No,1,0,Not Placed,,,0,,,
ENG0760,Male,Architecture,2023,66.49,71.72,6.03,2,No,3,5,Not Placed,,,0,,,
ENG0761,Female,Information Technology,2024,71.42,68.36,7.2,0,Yes,8,1,Placed,Cognizant,Software Engineer,7.28,On-Campus,November,Kolkata
ENG0762,Male,Computer Science & Engineering,2025,92.26,88.35,7.92,0,Yes,5,0,Placed,Mu Sigma,Data Analyst,10,Pool Campus,September,Pune
ENG0763,Male,Computer Science & Engineering,2021,75.68,79.29,7.75,0,Yes,7,4,Placed,Fractal,Data Analyst,12.99,On-Campus,November,Delhi NCR
ENG0764,Male,Computer Science & Engineering,2022,76.41,82.32,7.37,1,No,3,6,Placed,Microsoft,Software Engineer,28.58,Off-Campus,August,Ahmedabad
ENG0765,Female,Computer Science & Engineering,2021,80.67,79.85,6.83,0,No,0,1,Not Placed,,,0,,,
ENG0766,Male,Computer Science & Engineering,2025,73.5,82.68,6.99,1,No,0,0,Placed,TCS,Business Analyst,5.79,On-Campus,November,Hyderabad
ENG0767,Male,Chemical Engineering,2023,72.19,74.2,6.27,1,No,1,0,Not Placed,,,0,,,
ENG0768,Male,Computer Science & Engineering,2024,81.6,86.75,7.28,0,No,1,0,Placed,Cognizant,QA Engineer,5.21,On-Campus,October,Mumbai
ENG0769,Male,Computer Science & Engineering,2025,74.87,72.72,7.78,0,Yes,3,1,Placed,Wipro,QA Engineer,5.09,On-Campus,December,Delhi NCR
ENG0770,Female,Civil Engineering,2025,76.07,64.37,5.85,1,No,4,2,Not Placed,,,0,,,
ENG0771,Male,Electrical Engineering,2022,75.75,78.69,7.67,0,Yes,2,1,Placed,Capgemini,Software Engineer,7.36,On-Campus,September,Delhi NCR
ENG0772,Male,Mechanical Engineering,2024,86.18,89.71,7.09,2,No,0,1,Not Placed,,,0,,,
ENG0773,Male,Electrical Engineering,2025,80.14,84.13,7.59,0,No,2,1,Placed,Schneider Electric,Electrical Engineer,7.32,On-Campus,January,Coimbatore
ENG0774,Female,Architecture,2021,80.57,83.38,7.72,0,No,0,6,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,10.49,Pool Campus,March,Ahmedabad
ENG0775,Male,Electrical Engineering,2024,86.78,82.64,7.45,0,Yes,3,3,Placed,L&T,Electrical Engineer,12.4,On-Campus,March,Noida
ENG0776,Female,Electronics & Communication Engineering,2023,80.86,75,7.18,1,Yes,3,1,Placed,Google,Software Engineer,29.4,On-Campus,September,Chennai
ENG0777,Male,Mechanical Engineering,2024,79.77,83.69,7.62,0,No,0,1,Not Placed,,,0,,,
ENG0778,Male,Electronics & Communication Engineering,2023,85.76,87.31,8.53,0,Yes,1,1,Placed,EXL,Business Analyst,9.75,On-Campus,November,Chennai
ENG0779,Female,Information Technology,2022,87.35,81.58,5.75,1,No,0,0,Not Placed,,,0,,,
ENG0780,Female,Electronics & Communication Engineering,2021,80.82,88.38,8.04,0,Yes,3,2,Placed,Infosys,Data Analyst,5.74,On-Campus,March,Delhi NCR
ENG0781,Male,Computer Science & Engineering,2021,82.64,75.8,7.76,0,Yes,2,4,Placed,TCS,Software Engineer,6.1,On-Campus,October,Mumbai
ENG0782,Female,Civil Engineering,2021,75.75,72.72,5.63,1,No,0,0,Not Placed,,,0,,,
ENG0783,Male,Information Technology,2024,75.11,87.79,7.25,1,Yes,1,4,Not Placed,,,0,,,
